ResponseID,Gender,Age,AgeGroup,ITExperience,University,YearOfStudy,PythonUse,JavaUse,CppUse,JavaScriptUse,ChatGPTUsage,PEOU1,PEOU2,PEOU3,PEOU4,PR1,PR2,PR3,PR4,AIL1,AIL2,AIL3,AIL4,TR1,TR2,TR3,TR4,ANX1,ANX2,ANX3,ANX4,PU1,PU2,PU3,PU4,PLV1,PLV2,PLV3,PLV4,HM1,HM2,HM3,HM4,BI1,BI2,BI3,PEOU_Mean,PR_Mean,AIL_Mean,TR_Mean,ANX_Mean,PU_Mean,PLV_Mean,HM_Mean,BI_Mean
419,0,22,2,1,5,3,0,0,0,0,2,6,6,5,7,3,2,2,3,4,3,7,6,3,6,6,6,3,3,5,3,5,5,5,4,6,5,6,6,3,3,4,3,6,5,4,6.0,2.5,5.0,5.25,3.5,4.75,5.75,3.25,5.0
420,0,25,3,0,4,3,0,1,1,1,1,5,7,6,6,2,1,2,1,5,4,5,5,7,5,6,7,5,5,5,4,7,5,5,5,4,4,4,4,4,3,3,3,6,5,7,6.0,1.5,4.75,6.25,4.75,5.5,4.0,3.25,6.0
421,0,23,2,1,4,1,0,0,0,0,1,5,5,3,4,5,4,4,4,6,6,5,6,4,4,1,4,4,3,3,3,5,5,7,5,6,4,4,6,5,6,6,6,6,7,6,4.25,4.25,5.75,3.25,3.25,5.5,5.0,5.75,6.333
422,0,18,1,0,3,2,1,0,0,0,2,5,6,5,6,6,6,5,5,4,2,5,4,5,6,5,6,2,2,1,2,6,4,5,5,3,5,4,4,5,5,5,4,7,6,6,5.5,5.5,3.75,5.5,1.75,5.0,4.0,4.75,6.333
423,1,18,1,1,5,1,1,0,0,0,2,6,5,4,6,3,3,3,2,5,4,6,5,6,7,5,7,5,5,3,4,4,4,3,5,3,4,4,4,7,6,7,5,3,3,4,5.25,2.75,5.0,6.25,4.25,4.0,3.75,6.25,3.333
424,1,19,1,1,2,1,0,1,0,0,3,6,6,7,7,4,4,3,3,1,2,2,2,6,6,6,4,4,4,2,3,7,7,6,7,3,5,4,3,4,5,4,3,2,2,1,6.5,3.5,1.75,5.5,3.25,6.75,3.75,4.0,1.667
425,1,21,2,0,2,3,1,1,0,1,1,6,5,6,7,5,3,3,6,1,1,1,1,5,6,6,4,3,3,2,4,7,6,5,6,1,2,3,3,4,3,4,5,5,5,4,6.0,4.25,1.0,5.25,3.0,6.0,2.25,4.0,4.667
426,0,19,1,1,5,4,1,0,0,0,3,4,3,2,2,2,2,2,2,4,3,5,5,5,6,6,7,7,4,5,6,4,3,4,4,5,6,6,6,3,4,5,3,1,3,1,2.75,2.0,4.25,6.0,5.5,3.75,5.75,3.75,1.667
427,1,22,2,0,2,4,1,0,0,0,3,7,7,6,6,3,3,3,4,2,2,3,1,6,6,6,6,2,3,2,2,6,4,5,5,1,2,3,3,6,5,5,4,5,4,5,6.5,3.25,2.0,6.0,2.25,5.0,2.25,5.0,4.667
428,0,21,2,0,5,3,0,0,0,0,3,5,5,4,5,3,2,2,2,4,4,4,3,4,4,4,2,3,1,2,1,6,4,5,5,5,4,5,4,4,4,5,4,4,5,4,4.75,2.25,3.75,3.5,1.75,5.0,4.5,4.25,4.333
429,1,23,2,1,2,1,1,0,0,0,3,5,5,5,5,3,2,2,2,4,3,3,5,4,4,2,2,4,3,4,3,5,7,6,7,3,5,3,4,4,5,5,4,4,5,4,5.0,2.25,3.75,3.0,3.5,6.25,3.75,4.5,4.333
430,1,21,2,1,3,1,1,0,1,0,3,3,5,3,5,2,2,1,1,7,6,6,7,5,5,5,6,3,2,2,2,2,3,2,4,4,3,2,4,4,5,7,5,5,5,5,4.0,1.5,6.5,5.25,2.25,2.75,3.25,5.25,5.0
431,1,20,1,0,2,3,0,0,1,0,1,6,7,6,7,3,4,2,2,5,4,5,5,1,3,3,3,3,5,3,4,5,4,5,5,3,2,3,2,4,5,4,4,5,6,7,6.5,2.75,4.75,2.5,3.75,4.75,2.5,4.25,6.0
432,0,25,3,1,4,3,1,0,0,1,3,6,7,6,6,5,6,6,4,4,4,5,5,6,7,5,6,3,2,2,1,4,3,4,3,4,5,6,6,5,6,6,4,5,4,5,6.25,5.25,4.5,6.0,2.0,3.5,5.25,5.25,4.667
433,0,21,2,0,5,3,1,0,0,0,2,4,4,5,3,3,3,3,1,6,6,5,6,6,6,7,6,2,3,2,2,4,5,4,5,2,3,2,4,5,7,6,7,6,6,7,4.0,2.5,5.75,6.25,2.25,4.5,2.75,6.25,6.333
434,1,18,1,0,1,3,1,0,0,0,3,3,3,5,4,4,4,5,4,5,4,6,5,5,4,3,4,5,6,5,5,6,5,6,5,6,4,6,7,6,6,6,6,4,6,6,3.75,4.25,5.0,4.0,5.25,5.5,5.75,6.0,5.333
435,1,29,3,0,1,3,1,1,1,1,3,5,5,4,4,3,4,2,2,3,3,4,4,4,4,3,5,1,2,4,3,6,4,5,5,3,5,4,5,5,5,5,5,2,1,2,4.5,2.75,3.5,4.0,2.5,5.0,4.25,5.0,1.667
436,0,23,2,0,5,4,1,0,0,0,1,5,6,6,6,5,5,4,4,5,7,6,5,4,5,4,4,4,1,2,2,5,5,5,5,3,6,5,5,6,6,6,6,5,6,6,5.75,4.5,5.75,4.25,2.25,5.0,4.75,6.0,5.667
437,1,24,3,0,3,1,1,0,0,1,3,5,6,5,6,5,5,6,4,3,3,4,1,5,6,5,4,5,3,6,4,4,4,5,5,5,5,4,5,6,6,7,7,3,3,3,5.5,5.0,2.75,5.0,4.5,4.5,4.75,6.5,3.0
438,0,22,2,0,2,3,0,1,0,0,1,7,5,6,6,4,5,5,4,5,2,5,4,6,5,5,6,2,2,3,1,6,6,6,5,6,4,6,5,5,5,5,6,6,5,6,6.0,4.5,4.0,5.5,2.0,5.75,5.25,5.25,5.667
439,0,21,2,1,3,4,1,1,0,0,2,6,6,6,5,5,4,4,5,2,3,3,3,5,5,4,5,2,3,2,2,4,6,5,5,5,5,5,5,4,3,3,3,3,1,1,5.75,4.5,2.75,4.75,2.25,5.0,5.0,3.25,1.667
440,1,18,1,1,1,2,0,1,0,0,3,6,5,6,7,3,3,2,3,4,5,5,6,3,4,4,4,4,4,3,4,6,5,5,6,5,5,4,4,4,5,5,4,4,6,5,6.0,2.75,5.0,3.75,3.75,5.5,4.5,4.5,5.0
441,1,18,1,0,5,3,1,1,0,0,1,5,5,4,5,4,3,1,1,6,5,6,5,7,6,5,6,5,3,4,3,5,4,6,4,6,5,6,6,5,5,6,4,6,7,6,4.75,2.25,5.5,6.0,3.75,4.75,5.75,5.0,6.333
442,0,21,2,0,5,2,1,1,0,0,3,3,4,4,3,7,5,6,7,7,6,6,7,6,5,4,4,3,6,5,6,5,4,5,4,3,5,4,6,2,3,5,3,2,3,5,3.5,6.25,6.5,4.75,5.0,4.5,4.5,3.25,3.333
443,1,21,2,0,3,4,1,0,1,0,1,4,5,5,4,2,4,3,4,2,4,4,2,4,3,3,4,3,4,2,2,4,6,5,5,4,5,5,3,5,4,4,6,6,7,6,4.5,3.25,3.0,3.5,2.75,5.0,4.25,4.75,6.333
444,1,18,1,0,3,1,1,0,0,0,3,6,6,5,6,5,5,5,5,4,2,4,4,7,7,5,7,6,4,4,2,6,6,6,5,5,5,6,6,6,5,5,5,6,5,7,5.75,5.0,3.5,6.5,4.0,5.75,5.5,5.25,6.0
445,0,18,1,0,2,3,0,0,0,0,1,6,5,4,4,5,4,5,5,5,5,5,6,3,5,3,2,2,4,3,3,3,3,3,3,5,6,7,6,2,3,3,2,5,5,6,4.75,4.75,5.25,3.25,3.0,3.0,6.0,2.5,5.333
446,0,22,2,0,4,1,1,1,0,1,3,5,5,7,6,3,3,3,4,5,6,5,4,5,4,5,3,3,3,2,3,5,5,5,5,6,6,5,7,4,3,5,3,4,5,5,5.75,3.25,5.0,4.25,2.75,5.0,6.0,3.75,4.667
447,0,29,3,0,4,3,1,1,1,0,2,4,7,5,3,7,5,5,3,5,6,4,4,6,5,4,5,7,4,4,4,6,5,7,5,4,6,5,7,4,4,5,4,5,4,4,4.75,5.0,4.75,5.0,4.75,5.75,5.5,4.25,4.333
448,0,23,2,1,2,1,0,0,0,1,2,5,4,4,3,4,5,5,6,4,3,4,3,4,5,4,4,3,2,3,3,7,4,4,7,3,5,5,4,4,5,5,7,4,5,7,4.0,5.0,3.5,4.25,2.75,5.5,4.25,5.25,5.333
449,1,19,1,0,4,1,0,1,0,0,1,5,4,4,5,6,7,6,6,4,5,2,4,5,5,4,5,4,2,3,3,5,6,7,3,4,4,4,4,1,3,4,2,5,5,6,4.5,6.25,3.75,4.75,3.0,5.25,4.0,2.5,5.333
450,1,19,1,1,1,2,0,0,1,0,1,4,6,5,5,4,4,3,3,6,6,6,5,4,6,5,7,4,3,3,4,3,3,2,2,4,4,3,2,5,4,6,6,5,6,5,5.0,3.5,5.75,5.5,3.5,2.5,3.25,5.25,5.333
451,0,20,1,0,4,4,1,0,0,1,1,4,5,5,6,1,3,2,2,5,5,4,4,5,3,3,4,2,2,1,2,5,4,4,4,5,5,5,5,5,5,5,6,4,6,5,5.0,2.0,4.5,3.75,1.75,4.25,5.0,5.25,5.0
452,0,28,3,0,2,1,0,0,0,0,1,5,6,5,6,2,3,3,2,5,5,4,6,4,5,3,4,6,4,4,4,7,6,7,6,5,5,6,6,5,4,4,6,4,2,3,5.5,2.5,5.0,4.0,4.5,6.5,5.5,4.75,3.0
453,1,19,1,0,4,1,1,1,0,0,3,6,6,3,3,3,5,4,3,4,4,4,4,3,6,5,4,4,4,2,5,6,4,7,7,7,7,7,7,6,6,5,6,5,5,6,4.5,3.75,4.0,4.5,3.75,6.0,7.0,5.75,5.333
454,0,21,2,1,5,3,1,0,0,0,3,5,7,6,5,3,5,4,4,3,4,3,3,4,4,3,3,1,1,1,2,7,4,3,7,6,7,6,6,3,4,5,5,5,5,4,5.75,4.0,3.25,3.5,1.25,5.25,6.25,4.25,4.667
455,1,18,1,1,3,2,1,1,1,1,3,6,5,4,5,1,3,3,2,5,5,6,6,7,7,7,7,3,4,3,2,5,4,5,5,3,3,3,4,5,4,4,3,4,4,5,5.0,2.25,5.5,7.0,3.0,4.75,3.25,4.0,4.333
456,1,21,2,0,1,4,1,0,0,0,2,7,6,7,6,2,2,2,1,5,6,4,5,4,3,2,5,2,3,1,2,6,5,6,6,3,4,4,3,6,6,6,4,7,6,7,6.5,1.75,5.0,3.5,2.0,5.75,3.5,5.5,6.667
457,1,21,2,1,5,1,1,0,1,0,2,6,6,7,6,6,5,4,3,7,7,7,7,6,6,6,6,4,5,4,6,7,6,6,6,7,7,6,7,2,4,5,7,5,4,4,6.25,4.5,7.0,6.0,4.75,6.25,6.75,4.5,4.333
458,1,23,2,0,5,3,1,1,0,0,2,5,5,4,5,6,6,5,5,2,4,4,4,5,4,4,4,2,1,1,2,7,5,5,6,5,6,4,4,3,2,5,5,5,4,6,4.75,5.5,3.5,4.25,1.5,5.75,4.75,3.75,5.0
459,1,18,1,1,2,1,0,1,0,0,3,3,5,3,4,3,4,5,3,4,5,6,4,4,4,3,4,4,3,4,2,4,5,5,5,6,5,6,5,3,4,4,3,7,7,7,3.75,3.75,4.75,3.75,3.25,4.75,5.5,3.5,7.0
460,1,20,1,1,3,1,1,1,0,0,2,3,3,1,2,4,5,3,3,2,3,4,4,5,5,3,4,4,4,3,5,7,7,6,7,3,4,3,5,6,6,7,7,7,6,7,2.25,3.75,3.25,4.25,4.0,6.75,3.75,6.5,6.667
461,1,19,1,1,3,3,1,0,1,1,3,4,4,2,3,4,4,3,4,4,3,6,5,6,6,6,3,4,4,2,4,7,6,6,7,6,6,7,6,3,4,5,5,7,7,7,3.25,3.75,4.5,5.25,3.5,6.5,6.25,4.25,7.0
462,0,29,3,0,1,3,1,1,0,0,3,4,4,2,3,3,4,4,3,5,5,7,5,6,6,5,5,4,5,4,3,7,6,6,7,5,4,5,4,6,6,7,6,4,3,4,3.25,3.5,5.5,5.5,4.0,6.5,4.5,6.25,3.667
463,0,28,3,0,2,3,0,0,0,0,2,7,6,6,6,6,6,5,4,2,2,4,3,5,7,6,7,1,1,1,1,6,5,5,5,4,4,2,4,4,5,4,4,7,5,6,6.25,5.25,2.75,6.25,1.0,5.25,3.5,4.25,6.0
464,0,22,2,1,1,2,1,1,0,0,1,5,4,5,6,5,6,3,3,4,3,4,4,7,7,7,7,4,5,4,5,7,7,6,6,3,5,5,4,5,4,5,6,4,2,3,5.0,4.25,3.75,7.0,4.5,6.5,4.25,5.0,3.0
465,0,23,2,1,4,2,1,0,0,0,2,4,5,4,4,2,3,3,5,2,3,3,5,4,6,4,6,4,3,4,3,4,4,4,4,3,6,6,4,5,5,6,6,6,6,5,4.25,3.25,3.25,5.0,3.5,4.0,4.75,5.5,5.667
466,1,21,2,0,5,2,0,0,0,0,2,3,2,2,2,3,3,2,3,5,5,4,4,6,3,4,4,6,5,4,5,7,4,6,4,6,3,4,6,3,3,3,2,5,4,5,2.25,2.75,4.5,4.25,5.0,5.25,4.75,2.75,4.667
467,1,20,1,1,1,4,0,0,0,0,3,4,4,4,3,5,4,3,4,6,4,6,6,5,5,5,6,4,5,3,6,7,4,4,6,7,6,6,5,3,4,3,3,5,4,5,3.75,4.0,5.5,5.25,4.5,5.25,6.0,3.25,4.667
468,0,27,3,0,5,2,1,0,0,0,2,6,5,6,6,6,4,5,3,6,6,6,7,4,5,4,5,3,3,4,4,4,5,5,5,5,4,4,5,6,5,5,4,5,4,4,5.75,4.5,6.25,4.5,3.5,4.75,4.5,5.0,4.333
469,1,21,2,0,2,2,0,1,1,0,3,5,6,4,5,6,4,4,3,6,4,6,4,5,5,6,7,2,1,2,2,6,5,7,5,4,5,6,3,3,2,4,4,5,5,5,5.0,4.25,5.0,5.75,1.75,5.75,4.5,3.25,5.0
470,0,18,1,1,4,2,0,1,1,0,2,5,5,5,6,3,4,4,4,4,4,5,5,3,2,3,4,3,2,2,2,7,6,5,6,4,5,3,4,5,4,4,6,4,3,5,5.25,3.75,4.5,3.0,2.25,6.0,4.0,4.75,4.0
471,1,21,2,1,2,3,0,0,0,0,2,7,6,4,6,7,3,4,3,6,4,5,4,7,7,7,7,7,3,5,5,5,5,6,3,4,4,4,6,1,2,3,4,6,7,5,5.75,4.25,4.75,7.0,5.0,4.75,4.5,2.5,6.0
472,0,19,1,0,4,2,1,1,0,0,3,7,7,7,7,5,6,3,6,4,4,4,4,6,6,5,7,6,4,5,4,6,5,7,7,5,5,4,4,6,5,5,6,5,6,5,7.0,5.0,4.0,6.0,4.75,6.25,4.5,5.5,5.333
473,1,18,1,0,4,4,0,0,0,0,3,5,6,5,5,5,6,6,5,3,1,5,2,2,1,4,2,4,3,3,2,4,3,3,4,5,4,5,4,3,1,4,4,7,5,4,5.25,5.5,2.75,2.25,3.0,3.5,4.5,3.0,5.333
474,0,22,2,0,5,2,1,1,0,0,1,5,4,4,4,4,4,4,4,5,6,6,6,5,3,2,2,1,1,1,1,6,7,6,6,4,5,6,5,6,4,4,5,6,5,4,4.25,4.0,5.75,3.0,1.0,6.25,5.0,4.75,5.0
475,0,18,1,1,2,4,1,1,1,0,1,5,7,4,5,2,2,1,1,5,4,5,7,7,4,6,6,2,3,3,3,7,7,6,6,3,3,5,4,3,4,2,4,5,6,6,5.25,1.5,5.25,5.75,2.75,6.5,3.75,3.25,5.667
476,0,23,2,0,2,1,1,1,0,0,2,7,7,7,7,4,5,4,2,5,5,5,5,6,7,6,6,4,4,2,2,5,5,6,4,6,5,5,6,7,6,7,7,5,5,5,7.0,3.75,5.0,6.25,3.0,5.0,5.5,6.75,5.0
477,1,18,1,1,1,3,1,0,1,0,3,3,2,1,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,6,4,5,5,5,5,5,3,4,3,4,1,5,4,6,2.25,3.0,3.0,3.5,3.25,5.0,4.5,3.0,5.0
478,0,18,1,0,2,4,1,1,1,0,3,6,6,6,4,1,2,1,1,4,3,3,4,6,6,6,5,5,3,4,4,6,5,5,4,5,3,4,5,3,5,5,6,6,7,7,5.5,1.25,3.5,5.75,4.0,5.0,4.25,4.75,6.667
479,0,19,1,0,1,1,0,0,0,1,2,5,7,5,5,7,4,6,6,4,4,4,4,4,3,2,3,5,4,4,3,6,5,6,5,3,5,4,5,3,1,3,2,5,7,7,5.5,5.75,4.0,3.0,4.0,5.5,4.25,2.25,6.333
480,0,18,1,1,3,4,1,1,1,1,1,7,6,6,5,4,4,3,4,2,2,2,4,4,5,3,5,5,4,5,4,5,4,5,6,6,3,7,6,6,7,6,7,4,6,4,6.0,3.75,2.5,4.25,4.5,5.0,5.5,6.5,4.667
481,0,23,2,1,3,2,1,0,0,0,3,6,5,3,5,4,5,4,4,2,3,2,2,6,5,5,6,6,3,4,3,7,5,5,6,3,4,6,5,5,4,5,5,3,5,4,4.75,4.25,2.25,5.5,4.0,5.75,4.5,4.75,4.0
482,0,19,1,1,3,4,1,1,1,0,2,5,6,4,4,6,5,5,6,4,3,5,5,4,5,3,3,1,2,1,2,7,7,7,6,6,5,5,6,6,4,5,6,4,5,5,4.75,5.5,4.25,3.75,1.5,6.75,5.5,5.25,4.667
483,1,22,2,0,2,3,1,0,0,0,3,6,5,4,5,4,3,2,3,4,5,6,5,2,3,2,2,4,3,1,2,7,5,7,5,4,6,7,5,5,5,7,5,5,5,5,5.0,3.0,5.0,2.25,2.5,6.0,5.5,5.5,5.0
484,0,22,2,1,2,2,0,0,0,0,1,7,7,7,7,3,5,5,3,4,2,4,4,7,6,3,5,6,5,5,5,5,4,4,4,5,6,7,7,5,5,5,4,7,6,7,7.0,4.0,3.5,5.25,5.25,4.25,6.25,4.75,6.667
485,0,23,2,1,1,1,1,1,1,0,2,4,6,5,5,4,4,5,3,4,3,4,3,3,5,3,4,5,3,5,3,5,5,2,6,6,5,5,4,6,4,5,5,3,3,4,5.0,4.0,3.5,3.75,4.0,4.5,5.0,5.0,3.333
486,0,27,3,0,4,2,1,0,0,1,1,5,6,5,5,3,3,3,3,2,4,5,3,6,6,5,6,5,4,3,3,6,4,5,6,4,4,4,4,4,6,6,5,6,7,6,5.25,3.0,3.5,5.75,3.75,5.25,4.0,5.25,6.333
